Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Molecule name,oral,parenteral,topic,first_aproval,indication_class,ROMol,ROMol_H,ECFP6,MACCS,Fp2D,Fp3D
CHEMBL485131,,None,408.52,1.0,5.1,15h,CCC(CC)CN1C(=O)c2ccccc2[C@@H](C(=O)O)[C@@H]1c1nc2ccccc2s1,IC50,'=',10.0,nM,8.0,,,UO_0000065,,,,,0.0,CHEMBL994680,Antagonist activity at human GPR40 expressed HEK293 cells assessed as effect on intracellular calcium concentration by FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1138453,1.0,Scientific Literature,Bioorg Med Chem Lett,2009.0,CHEMBL3307715,,,,,,,,<rdkit.Chem.rdchem.Mol object at 0x7d66a27a1f50>,<rdkit.Chem.rdchem.Mol object at 0x7d66a27c9b60>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7d66a27a0cf0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7d66a27a0d60>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7d66a27b6430>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7d66ee84f970>
CHEMBL3951664,,None,380.4,0.0,4.2,29,N#Cc1ccccc1Oc1cc(F)cc(N2Cc3ccccc3S2(=O)=O)c1,IC50,'>',100000.0,nM,,,,UO_0000065,,,,,0.0,CHEMBL3860590,Antagonist activity against human FFA1 expressed in human Flp-In T-REx293 cells assessed as as reduction in TUG424-induced response by Fura2-AM dye based calcium mobilization assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Flp-In T-REx293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3860043,1.0,Scientific Literature,J Med Chem,2016.0,None,,,,,,,,<rdkit.Chem.rdchem.Mol object at 0x7d66a27a1fc0>,<rdkit.Chem.rdchem.Mol object at 0x7d66a27c9bd0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7d66a27a0cf0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7d66a27a0d60>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7d66a27b6430>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7d66ee84f970>
CHEMBL3741582,,None,433.39,0.0,3.33,44,COC1(COc2cc(COc3ccc(F)c(F)c3F)nc(-c3ccccn3)n2)COC1,IC50,'=',501.19,nM,6.3,,,UO_0000065,,,,,0.0,CHEMBL3744105,Antagonist activity against human GPR40 expressed in HEK293s FLPIN cells assessed as elaidic acid stimulated IP1 release after 2 hrs by TR-FRET analysis,F,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3739339,1.0,Scientific Literature,Medchemcomm,2015.0,None,,,,,,,,<rdkit.Chem.rdchem.Mol object at 0x7d66a27a2030>,<rdkit.Chem.rdchem.Mol object at 0x7d66a27c9c40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7d66a27a0cf0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7d66a27a0d60>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7d66a27b6430>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7d66ee84f970>
CHEMBL3741353,,None,478.5,0.0,3.41,38,CC1(CS(C)(=O)=O)CN(c2cc(COc3ccc(F)c(F)c3F)nc(-c3ccccn3)n2)C1,IC50,'=',6309.57,nM,5.2,,,UO_0000065,,,,,0.0,CHEMBL3744105,Antagonist activity against human GPR40 expressed in HEK293s FLPIN cells assessed as elaidic acid stimulated IP1 release after 2 hrs by TR-FRET analysis,F,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3739339,1.0,Scientific Literature,Medchemcomm,2015.0,None,,,,,,,,<rdkit.Chem.rdchem.Mol object at 0x7d66a27a20a0>,<rdkit.Chem.rdchem.Mol object at 0x7d66a27c9cb0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7d66a27a0cf0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7d66a27a0d60>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7d66a27b6430>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7d66ee84f970>
CHEMBL3741420,,None,355.42,0.0,2.83,16,Cc1cc(COc2cccc(S(C)(=O)=O)c2)nc(-c2ccccn2)n1,IC50,'>',39810.72,nM,,,,UO_0000065,,,,,0.0,CHEMBL3744105,Antagonist activity against human GPR40 expressed in HEK293s FLPIN cells assessed as elaidic acid stimulated IP1 release after 2 hrs by TR-FRET analysis,F,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3739339,1.0,Scientific Literature,Medchemcomm,2015.0,None,,,,,,,,<rdkit.Chem.rdchem.Mol object at 0x7d66a27a2110>,<rdkit.Chem.rdchem.Mol object at 0x7d66a27c9d20>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7d66a27a0cf0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7d66a27a0d60>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7d66a27b6430>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7d66ee84f970>
CHEMBL1777875,,None,394.78,1.0,5.52,21,CC#C[C@]1(c2ccc(Oc3ccc(C(F)(F)F)cc3Cl)cc2)C[C@H]1C(=O)O,IC50,'=',10000.0,nM,5.0,,,UO_0000065,12.67,0.25,-0.52,10.75,0.0,CHEMBL1780444,Inhibition of human GPR40 expressed in CHO cells by SPA based binding assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1777807,1.0,Scientific Literature,Bioorg Med Chem Lett,2011.0,CHEMBL3308072,,,,,,,,<rdkit.Chem.rdchem.Mol object at 0x7d66a27a2180>,<rdkit.Chem.rdchem.Mol object at 0x7d66a27c9d90>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7d66a27a0cf0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7d66a27a0d60>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7d66a27b6430>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7d66ee84f970>
CHEMBL3945213,,None,355.39,0.0,4.33,8,O=S1(=O)c2ccccc2CN1c1cc(F)cc(Oc2ccccc2)c1,IC50,'=',3890.45,nM,5.41,,,UO_0000065,,,,,0.0,CHEMBL3860590,Antagonist activity against human FFA1 expressed in human Flp-In T-REx293 cells assessed as as reduction in TUG424-induced response by Fura2-AM dye based calcium mobilization assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Flp-In T-REx293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3860043,1.0,Scientific Literature,J Med Chem,2016.0,None,,,,,,,,<rdkit.Chem.rdchem.Mol object at 0x7d66a27a21f0>,<rdkit.Chem.rdchem.Mol object at 0x7d66a27c9e00>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7d66a27a0cf0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7d66a27a0d60>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7d66a27b6430>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7d66ee84f970>
CHEMBL3899190,,None,338.39,0.0,3.58,36,O=S1(=O)c2ccccc2CN1c1cccc(Oc2ccccn2)c1,IC50,'>',100000.0,nM,,,,UO_0000065,,,,,0.0,CHEMBL3860590,Antagonist activity against human FFA1 expressed in human Flp-In T-REx293 cells assessed as as reduction in TUG424-induced response by Fura2-AM dye based calcium mobilization assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Flp-In T-REx293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3860043,1.0,Scientific Literature,J Med Chem,2016.0,None,,,,,,,,<rdkit.Chem.rdchem.Mol object at 0x7d66a27a2260>,<rdkit.Chem.rdchem.Mol object at 0x7d66a27c9e70>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7d66a27a0cf0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7d66a27a0d60>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7d66a27b6430>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7d66ee84f970>
CHEMBL3740222,,None,302.34,0.0,3.3,9,Cc1cc(COc2ccccc2C#N)nc(-c2ccccn2)n1,IC50,'=',10000.0,nM,5.0,,,UO_0000065,,,,,0.0,CHEMBL3744105,Antagonist activity against human GPR40 expressed in HEK293s FLPIN cells assessed as elaidic acid stimulated IP1 release after 2 hrs by TR-FRET analysis,F,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3739339,1.0,Scientific Literature,Medchemcomm,2015.0,None,,,,,,,,<rdkit.Chem.rdchem.Mol object at 0x7d66a27a22d0>,<rdkit.Chem.rdchem.Mol object at 0x7d66a27c9ee0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7d66a27a0cf0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7d66a27a0d60>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7d66a27b6430>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7d66ee84f970>
CHEMBL3740984,,None,302.34,0.0,3.3,10,Cc1cc(COc2cccc(C#N)c2)nc(-c2ccccn2)n1,IC50,'=',2511.89,nM,5.6,,,UO_0000065,,,,,0.0,CHEMBL3744105,Antagonist activity against human GPR40 expressed in HEK293s FLPIN cells assessed as elaidic acid stimulated IP1 release after 2 hrs by TR-FRET analysis,F,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3739339,1.0,Scientific Literature,Medchemcomm,2015.0,None,,,,,,,,<rdkit.Chem.rdchem.Mol object at 0x7d66a27a2340>,<rdkit.Chem.rdchem.Mol object at 0x7d66a27c9f50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7d66a27a0cf0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7d66a27a0d60>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7d66a27b6430>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7d66ee84f970>
CHEMBL3740758,,None,307.35,0.0,3.43,6,COc1ccccc1OCc1cc(C)nc(-c2ccccn2)n1,IC50,'=',1995.26,nM,5.7,,,UO_0000065,,,,,0.0,CHEMBL3744105,Antagonist activity against human GPR40 expressed in HEK293s FLPIN cells assessed as elaidic acid stimulated IP1 release after 2 hrs by TR-FRET analysis,F,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3739339,1.0,Scientific Literature,Medchemcomm,2015.0,None,,,,,,,,<rdkit.Chem.rdchem.Mol object at 0x7d66a27a23b0>,<rdkit.Chem.rdchem.Mol object at 0x7d66a27c9fc0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7d66a27a0cf0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7d66a27a0d60>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7d66a27b6430>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7d66ee84f970>
CHEMBL3740555,,None,277.33,0.0,3.43,2,Cc1cc(COc2ccccc2)nc(-c2ccccn2)n1,IC50,'=',794.33,nM,6.1,,,UO_0000065,,,,,0.0,CHEMBL3744105,Antagonist activity against human GPR40 expressed in HEK293s FLPIN cells assessed as elaidic acid stimulated IP1 release after 2 hrs by TR-FRET analysis,F,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3739339,1.0,Scientific Literature,Medchemcomm,2015.0,None,,,,,,,,<rdkit.Chem.rdchem.Mol object at 0x7d66a27a2420>,<rdkit.Chem.rdchem.Mol object at 0x7d66a27ca030>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7d66a27a0cf0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7d66a27a0d60>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7d66a27b6430>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7d66ee84f970>
CHEMBL3739652,,None,288.35,0.0,3.9,ANT-203,Cc1cc(N/N=C/c2ccccc2)nc(-c2ccccc2)n1,IC50,'=',251.19,nM,6.6,,,UO_0000065,,,,,0.0,CHEMBL3744105,Antagonist activity against human GPR40 expressed in HEK293s FLPIN cells assessed as elaidic acid stimulated IP1 release after 2 hrs by TR-FRET analysis,F,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3739339,1.0,Scientific Literature,Medchemcomm,2015.0,None,,,,,,,,<rdkit.Chem.rdchem.Mol object at 0x7d66a27a2490>,<rdkit.Chem.rdchem.Mol object at 0x7d66a27ca0a0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7d66a27a0cf0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7d66a27a0d60>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7d66a27b6430>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7d66ee84f970>
CHEMBL3741919,,None,331.3,0.0,3.84,25,Cc1cc(COc2cc(F)cc(F)c2F)nc(-c2ccccn2)n1,IC50,'=',501.19,nM,6.3,,,UO_0000065,,,,,0.0,CHEMBL3744105,Antagonist activity against human GPR40 expressed in HEK293s FLPIN cells assessed as elaidic acid stimulated IP1 release after 2 hrs by TR-FRET analysis,F,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3739339,1.0,Scientific Literature,Medchemcomm,2015.0,None,,,,,,,,<rdkit.Chem.rdchem.Mol object at 0x7d66a27a2500>,<rdkit.Chem.rdchem.Mol object at 0x7d66a27ca110>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7d66a27a0cf0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7d66a27a0d60>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7d66a27b6430>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7d66ee84f970>
CHEMBL3740291,,None,411.39,0.0,3.88,39,CC1(C#N)CN(c2cc(COc3ccc(F)c(F)c3F)nc(-c3ccccn3)n2)C1,IC50,'=',158.49,nM,6.8,,,UO_0000065,,,,,0.0,CHEMBL3744105,Antagonist activity against human GPR40 expressed in HEK293s FLPIN cells assessed as elaidic acid stimulated IP1 release after 2 hrs by TR-FRET analysis,F,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3739339,1.0,Scientific Literature,Medchemcomm,2015.0,None,,,,,,,,<rdkit.Chem.rdchem.Mol object at 0x7d66a27a2570>,<rdkit.Chem.rdchem.Mol object at 0x7d66a27ca180>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7d66a27a0cf0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7d66a27a0d60>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7d66a27b6430>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7d66ee84f970>
CHEMBL3923955,,None,380.4,0.0,4.2,30,N#Cc1cccc(Oc2cc(F)cc(N3Cc4ccccc4S3(=O)=O)c2)c1,IC50,'=',3388.44,nM,5.47,,,UO_0000065,,,,,0.0,CHEMBL3860590,Antagonist activity against human FFA1 expressed in human Flp-In T-REx293 cells assessed as as reduction in TUG424-induced response by Fura2-AM dye based calcium mobilization assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Flp-In T-REx293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3860043,1.0,Scientific Literature,J Med Chem,2016.0,None,,,,,,,,<rdkit.Chem.rdchem.Mol object at 0x7d66a27a25e0>,<rdkit.Chem.rdchem.Mol object at 0x7d66a27ca1f0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7d66a27a0cf0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7d66a27a0d60>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7d66a27b6430>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7d66ee84f970>
CHEMBL3931570,,None,307.39,0.0,3.97,15,CCCCc1ccc(NS(=O)(=O)c2ccc(F)cc2)cc1,IC50,'=',8128.31,nM,5.09,,,UO_0000065,,,,,0.0,CHEMBL3860590,Antagonist activity against human FFA1 expressed in human Flp-In T-REx293 cells assessed as as reduction in TUG424-induced response by Fura2-AM dye based calcium mobilization assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Flp-In T-REx293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3860043,1.0,Scientific Literature,J Med Chem,2016.0,None,,,,,,,,<rdkit.Chem.rdchem.Mol object at 0x7d66a27a2650>,<rdkit.Chem.rdchem.Mol object at 0x7d66a27ca260>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7d66a27a0cf0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7d66a27a0d60>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7d66a27b6430>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7d66ee84f970>
CHEMBL3960369,,None,369.42,0.0,4.64,27,Cc1cccc(Oc2cc(F)cc(N3Cc4ccccc4S3(=O)=O)c2)c1,IC50,'=',25118.86,nM,4.6,,,UO_0000065,,,,,0.0,CHEMBL3860590,Antagonist activity against human FFA1 expressed in human Flp-In T-REx293 cells assessed as as reduction in TUG424-induced response by Fura2-AM dye based calcium mobilization assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Flp-In T-REx293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3860043,1.0,Scientific Literature,J Med Chem,2016.0,None,,,,,,,,<rdkit.Chem.rdchem.Mol object at 0x7d66a27a26c0>,<rdkit.Chem.rdchem.Mol object at 0x7d66a27ca2d0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7d66a27a0cf0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7d66a27a0d60>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7d66a27b6430>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7d66ee84f970>
CHEMBL438164,,None,334.33,0.0,4.64,20,O=C(Nc1ccccc1)c1cccc(Oc2ccc([N+](=O)[O-])cc2)c1,IC50,'=',5300.0,nM,5.28,,,UO_0000065,,,,,0.0,CHEMBL943952,Antagonist activity at FFAR1 expressed in HEK-EM293 cells assessed as inhibition calcium influx by FLIPR assay,F,BAO_0000219,cell-based format,None,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1140737,1.0,Scientific Literature,J Med Chem,2008.0,CHEMBL3307715,,,,,,,,<rdkit.Chem.rdchem.Mol object at 0x7d66a27a2730>,<rdkit.Chem.rdchem.Mol object at 0x7d66a27ca340>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7d66a27a0cf0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7d66a27a0d60>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7d66a27b6430>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7d66ee84f970>
CHEMBL485007,,None,429.52,1.0,5.87,9b,CCCN1C(=O)c2ccccc2[C@@H](C(=O)O)[C@@H]1c1ccc(Oc2ccc(C)c(C)c2)cc1,IC50,'=',3.0,nM,8.52,,,UO_0000065,,,,,0.0,CHEMBL994680,Antagonist activity at human GPR40 expressed HEK293 cells assessed as effect on intracellular calcium concentration by FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1138453,1.0,Scientific Literature,Bioorg Med Chem Lett,2009.0,CHEMBL3307715,,,,,,,,<rdkit.Chem.rdchem.Mol object at 0x7d66a27a27a0>,<rdkit.Chem.rdchem.Mol object at 0x7d66a27ca3b0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7d66a27a0cf0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7d66a27a0d60>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7d66a27b6430>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7d66ee84f970>
CHEMBL519525,,None,413.47,1.0,5.25,15b,O=C(O)[C@@H]1c2ccccc2C(=O)N(CC2CC2)[C@H]1c1ccc(Oc2ccccc2)cc1,IC50,'=',4.0,nM,8.4,,,UO_0000065,,,,,0.0,CHEMBL994680,Antagonist activity at human GPR40 expressed HEK293 cells assessed as effect on intracellular calcium concentration by FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1138453,1.0,Scientific Literature,Bioorg Med Chem Lett,2009.0,CHEMBL3307715,,,,,,,,<rdkit.Chem.rdchem.Mol object at 0x7d66a27a2810>,<rdkit.Chem.rdchem.Mol object at 0x7d66a27ca420>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7d66a27a0cf0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7d66a27a0d60>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7d66a27b6430>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7d66ee84f970>
CHEMBL3739715,,None,348.41,0.0,2.95,1,c1ccc(OCc2cc(N3CCOCC3)nc(-c3ccccn3)n2)cc1,IC50,'=',630.96,nM,6.2,,,UO_0000065,,,,,0.0,CHEMBL3744105,Antagonist activity against human GPR40 expressed in HEK293s FLPIN cells assessed as elaidic acid stimulated IP1 release after 2 hrs by TR-FRET analysis,F,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3739339,1.0,Scientific Literature,Medchemcomm,2015.0,None,,,,,,,,<rdkit.Chem.rdchem.Mol object at 0x7d66a27a2880>,<rdkit.Chem.rdchem.Mol object at 0x7d66a27ca490>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7d66a27a0cf0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7d66a27a0d60>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7d66a27b6430>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7d66ee84f970>
CHEMBL3741385,,None,403.36,0.0,3.56,42,Fc1ccc(OCc2cc(OCC3COC3)nc(-c3ccccn3)n2)c(F)c1F,IC50,'=',316.23,nM,6.5,,,UO_0000065,,,,,0.0,CHEMBL3744105,Antagonist activity against human GPR40 expressed in HEK293s FLPIN cells assessed as elaidic acid stimulated IP1 release after 2 hrs by TR-FRET analysis,F,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3739339,1.0,Scientific Literature,Medchemcomm,2015.0,None,,,,,,,,<rdkit.Chem.rdchem.Mol object at 0x7d66a27a28f0>,<rdkit.Chem.rdchem.Mol object at 0x7d66a27ca500>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7d66a27a0cf0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7d66a27a0d60>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7d66a27b6430>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7d66ee84f970>
CHEMBL1777863,,None,384.23,0.0,4.69,9,CC#CC(CC(=O)O)c1ccc(Oc2ccc(C#N)cc2Br)cc1,IC50,'=',36.0,nM,7.44,,,UO_0000065,19.37,0.42,2.75,10.59,0.0,CHEMBL1780444,Inhibition of human GPR40 expressed in CHO cells by SPA based binding assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1777807,1.0,Scientific Literature,Bioorg Med Chem Lett,2011.0,CHEMBL3308072,,,,,,,,<rdkit.Chem.rdchem.Mol object at 0x7d66a27a2960>,<rdkit.Chem.rdchem.Mol object at 0x7d66a27ca570>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7d66a27a0cf0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7d66a27a0d60>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7d66a27b6430>,<rdkit.DataStructs.cDataStructs.SparseBitVect object at 0x7d66ee84f970>
